Source,Label,Target,Weight
A4c,A4c,A8b,0.000849618
A4c,A4c,PFG,0.001699235
A4c,A4c,A46V,0
A4c,A4c,A3b,0.010195412
A4c,A4c,A3a,0.20815633
A4c,A4c,A46D,0
A4c,A4c,DI,0
A4c,A4c,MST,0.000849618
A4c,A4c,AIP,0
A4c,A4c,A24a,0
A4c,A4c,A24c,0.004248088
A4c,A4c,A24b,0.000424809
A4c,A4c,A24d,0
A4c,A4c,A19DI,0
A4c,A4c,A11,0
A4c,A4c,A10,0
A4c,A4c,S2E,0.002548853
A4c,A4c,PGM,0
A4c,A4c,A8C,0.134664401
A4c,A4c,TL,0
A4c,A4c,V3,0
A4c,A4c,A32V,0
A4c,A4c,V5,0.000424809
A4c,A4c,TH,0
A4c,A4c,A9,0
A4c,A4c,AuRT,0
A4c,A4c,A1-2,0.122769754
A4c,A4c,AI,0
A4c,A4c,IPro,0
A4c,A4c,STR,0
A4c,A4c,AuRM,0
A4c,A4c,TFO,0
A4c,A4c,OPro,0
A4c,A4c,PaIL,0
A4c,A4c,PaIM,0
A4c,A4c,AuCM,0.000849618
A4c,A4c,AuCL,0
PF,PF,S2I,0.000382878
PF,PF,AuRTM,0
PF,PF,AuRTL,0
PF,PF,OPAl,3.83E-05
PF,PF,A6M,0.004211655
PF,PF,LIP,0.002450417
PF,PF,MIP,7.66E-05
PF,PF,AuA1,0
PF,PF,S2PR,0.016731756
PF,PF,V1,0
PF,PF,PGa-IPa,0.000191439
PF,PF,V2,0
PF,PF,V6A,0.000421165
PF,PF,V4,0.002565281
PF,PF,A6Vb,0.008729612
PF,PF,A6Va,0.066352707
PF,PF,TPPro,0.000229727
PF,PF,A23a,0.000268014
PF,PF,A23b,0
PF,PF,A23c,0
PF,PF,TPO,0
PF,PF,A13b,0
PF,PF,A13a,3.83E-05
PF,PF,TF,0.000114863
PF,PF,GI,0.001569799
PF,PF,A25,0
PF,PF,AuAL,0
PF,PF,Gu,0.001990964
PF,PF,A13M,0.000268014
PF,PF,A13L,0.003139597
PF,PF,A23V,0
PF,PF,TPt,0.000421165
PF,PF,Pir,0
PF,PF,A29d,0.003254461
PF,PF,A19M,0
PF,PF,A4c,0.018607857
PF,PF,APir,0
PF,PF,TPro,0
PF,PF,Ent,0
PF,PF,VIP,0.005130561
PF,PF,ReI,0.000536029
PF,PF,PG,0.002871583
PF,PF,PE,0.20560533
PF,PF,A47O,0.000459453
PF,PF,A47L,0.005858029
PF,PF,A47M,0.000727468
PF,PF,OPt,0.007848993
PF,PF,A32,3.83E-05
PF,PF,A45,0.002450417
PF,PF,AuCPB,0
PF,PF,A8aV,0.009457079
PF,PF,A4ab,0.003024734
PF,PF,A8aD,7.66E-05
PF,PF,V4T,0.011448043
PF,PF,S2PV,0.026648289
PF,PF,AuML,0
PF,PF,AuRPB,0
PF,PF,ProSt,0
PF,PF,V3A,0
PF,PF,FST,0.000114863
PF,PF,PEC,0.000191439
PF,PF,A14C,0
PF,PF,A31,3.83E-05
PF,PF,A30,0.002450417
PF,PF,A36,0.000306302
PF,PF,A35,0.000421165
PF,PF,TEO,0.000421165
PF,PF,A14R,0
PF,PF,ProM,0.008499885
PF,PF,AuR,0
PF,PF,A29a-c,0.00137836
PF,PF,V6,0.000114863
PF,PF,A6DR,7.66E-05
PF,PF,A6DC,0.01734436
PF,PF,TE1,0.000382878
PF,PF,TE2,0.001914389
PF,PF,TE3,0.013936749
PF,PF,TLO,3.83E-05
PF,PF,A8b,7.66E-05
PF,PF,PFG,0.216823647
PF,PF,A46V,0
PF,PF,A3b,0.01699977
PF,PF,A3a,0.05306685
PF,PF,A46D,0
PF,PF,DI,0.000842331
PF,PF,MST,0.002105827
PF,PF,AIP,0.060418102
PF,PF,A24a,0.001608086
PF,PF,A24c,0.000191439
PF,PF,A24b,0.00206754
PF,PF,A24d,0
PF,PF,A19DI,0
PF,PF,A11,0
PF,PF,A10,0
PF,PF,S2E,0.025576231
PF,PF,PGM,0
PF,PF,A8C,0.002871583
PF,PF,TL,3.83E-05
PF,PF,V3,7.66E-05
PF,PF,A32V,0
PF,PF,V5,0.000268014
PF,PF,TH,0
PF,PF,A9,0
PF,PF,AuRT,0
PF,PF,A1-2,0.153610537
PF,PF,AI,0.00034459
PF,PF,IPro,7.66E-05
PF,PF,STR,0
PF,PF,AuRM,0
PF,PF,TFO,0
PF,PF,OPro,0.000497741
PF,PF,PaIL,0
PF,PF,PaIM,0.000229727
PF,PF,AuCM,0.00034459
PF,PF,AuCL,0
PG,PG,S2I,0.001058161
PG,PG,AuRTM,0
PG,PG,AuRTL,0
PG,PG,OPAl,9.44E-05
PG,PG,A6M,0.000220743
PG,PG,LIP,0.108054859
PG,PG,MIP,0.013604946
PG,PG,AuA1,0.000925744
PG,PG,S2PR,0.000176201
PG,PG,V1,0.001041014
PG,PG,PGa-IPa,0.007409749
PG,PG,V2,0.012272964
PG,PG,V6A,0.006565608
PG,PG,V4,0.04107324
PG,PG,A6Vb,0.000163927
PG,PG,A6Va,0.001750015
PG,PG,TPPro,0
PG,PG,A23a,0.007173594
PG,PG,A23b,0.007438116
PG,PG,A23c,0
PG,PG,TPO,0.003165935
PG,PG,A13b,4.59E-06
PG,PG,A13a,0
PG,PG,TF,0.003868906
PG,PG,GI,0.000358223
PG,PG,A25,4.70E-06
PG,PG,AuAL,0
PG,PG,Gu,4.32E-05
PG,PG,A13M,0.000310079
PG,PG,A13L,0.000831516
PG,PG,A23V,0.014117704
PG,PG,TPt,0.027662932
PG,PG,Pir,0
PG,PG,A29d,0.017962169
PG,PG,A19M,0.020927659
PG,PG,A4c,0.000146877
PG,PG,APir,0
PG,PG,TPro,0
PG,PG,Ent,0.00045497
PG,PG,VIP,0.017473712
PG,PG,ReI,0.001107203
PG,PG,PF,0.006711121
PG,PG,PE,0.017180685
PG,PG,A47O,0.000883214
PG,PG,A47L,0.005301238
PG,PG,A47M,0.001760419
PG,PG,OPt,0.169945516
PG,PG,A32,0
PG,PG,A45,0.001787965
PG,PG,AuCPB,0.000420885
PG,PG,A8aV,0.00390555
PG,PG,A4ab,0.000156056
PG,PG,A8aD,0.003363067
PG,PG,V4T,0.039657773
PG,PG,S2PV,0.000413302
PG,PG,AuML,0.000230144
PG,PG,AuRPB,5.51E-05
PG,PG,ProSt,0.00351932
PG,PG,V3A,0.012329912
PG,PG,FST,0.017079536
PG,PG,PEC,0.002209758
PG,PG,A14C,0
PG,PG,A31,0.005547398
PG,PG,A30,0.009213458
PG,PG,A36,0.001064449
PG,PG,A35,0.000360166
PG,PG,TEO,0.003902183
PG,PG,A14R,0
PG,PG,ProM,0.000286501
PG,PG,AuR,9.18E-06
PG,PG,A29a-c,0.016810648
PG,PG,V6,0.011084037
PG,PG,A6DR,0.007029137
PG,PG,A6DC,0.002519499
PG,PG,TE1,0.000105568
PG,PG,TE2,0.000428334
PG,PG,TE3,0.03920578
PG,PG,TLO,0.017059905
PG,PG,A8b,0.000699783
PG,PG,PFG,0.086363443
PG,PG,A46V,0.000545157
PG,PG,A3b,0.000108077
PG,PG,A3a,0.000635276
PG,PG,A46D,8.06E-05
PG,PG,DI,0.000390141
PG,PG,MST,0.080948614
PG,PG,AIP,0.022548541
PG,PG,A24a,0.000927468
PG,PG,A24c,6.43E-05
PG,PG,A24b,0.000986475
PG,PG,A24d,9.18E-06
PG,PG,A19DI,0.001914319
PG,PG,A11,0.000411821
PG,PG,A10,0.000640327
PG,PG,S2E,0.003114495
PG,PG,PGM,0.009207081
PG,PG,A8C,0.001750278
PG,PG,TL,0.00507405
PG,PG,V3,0.014988285
PG,PG,A32V,0
PG,PG,V5,0.018484796
PG,PG,TH,0.006805379
PG,PG,A9,9.18E-06
PG,PG,AuRT,0
PG,PG,A1-2,0.001422038
PG,PG,AI,0.000114747
PG,PG,IPro,0.000112666
PG,PG,STR,9.18E-06
PG,PG,AuRM,1.38E-05
PG,PG,TFO,0.011915556
PG,PG,OPro,2.67E-05
PG,PG,PaIL,0
PG,PG,PaIM,0
PG,PG,AuCM,0.009564803
PG,PG,AuCL,0.001113019
PE,PE,S2I,0.036731207
PE,PE,AuRTM,0
PE,PE,AuRTL,0
PE,PE,OPAl,0
PE,PE,A6M,0.001708428
PE,PE,LIP,0.000284738
PE,PE,MIP,0
PE,PE,AuA1,0
PE,PE,S2PR,0
PE,PE,V1,0
PE,PE,PGa-IPa,0
PE,PE,V2,0
PE,PE,V6A,0
PE,PE,V4,0
PE,PE,A6Vb,0.000284738
PE,PE,A6Va,0
PE,PE,TPPro,0
PE,PE,A23a,0.004840547
PE,PE,A23b,0.005125285
PE,PE,A23c,0.029612756
PE,PE,TPO,0
PE,PE,A13b,0
PE,PE,A13a,0
PE,PE,TF,0
PE,PE,GI,0.000569476
PE,PE,A25,0
PE,PE,AuAL,0
PE,PE,Gu,0
PE,PE,A13M,0
PE,PE,A13L,0
PE,PE,A23V,0
PE,PE,TPt,0.002562642
PE,PE,Pir,0
PE,PE,A29d,0
PE,PE,A19M,0
PE,PE,A4c,0
PE,PE,APir,0
PE,PE,TPro,0
PE,PE,Ent,0
PE,PE,VIP,0
PE,PE,ReI,0.017084282
PE,PE,PF,0.000569476
PE,PE,PG,0
PE,PE,A47O,0
PE,PE,A47L,0
PE,PE,A47M,0
PE,PE,OPt,0.000284738
PE,PE,A32,0
PE,PE,A45,0
PE,PE,AuCPB,0
PE,PE,A8aV,0.000284738
PE,PE,A4ab,0.201309795
PE,PE,A8aD,0
PE,PE,V4T,0
PE,PE,S2PV,0
PE,PE,AuML,0
PE,PE,AuRPB,0
PE,PE,ProSt,0.000284738
PE,PE,V3A,0
PE,PE,FST,0
PE,PE,PEC,0.003132118
PE,PE,A14C,0
PE,PE,A31,0.008542141
PE,PE,A30,0
PE,PE,A36,0
PE,PE,A35,0
PE,PE,TEO,0
PE,PE,A14R,0
PE,PE,ProM,0
PE,PE,AuR,0
PE,PE,A29a-c,0
PE,PE,V6,0
PE,PE,A6DR,0.000284738
PE,PE,A6DC,0.007972665
PE,PE,TE1,0
PE,PE,TE2,0
PE,PE,TE3,0
PE,PE,TLO,0
PE,PE,A8b,0
PE,PE,PFG,0.018792711
PE,PE,A46V,0
PE,PE,A3b,0.087414579
PE,PE,A3a,0.322038724
PE,PE,A46D,0
PE,PE,DI,0
PE,PE,MST,0
PE,PE,AIP,0
PE,PE,A24a,0
PE,PE,A24c,0.000284738
PE,PE,A24b,0.000284738
PE,PE,A24d,0.007403189
PE,PE,A19DI,0
PE,PE,A11,0
PE,PE,A10,0
PE,PE,S2E,0.006264237
PE,PE,PGM,0
PE,PE,A8C,0.000569476
PE,PE,TL,0
PE,PE,V3,0
PE,PE,A32V,0
PE,PE,V5,0
PE,PE,TH,0
PE,PE,A9,0
PE,PE,AuRT,0
PE,PE,A1-2,0.234908884
PE,PE,AI,0
PE,PE,IPro,0
PE,PE,STR,0
PE,PE,AuRM,0
PE,PE,TFO,0
PE,PE,OPro,0
PE,PE,PaIL,0
PE,PE,PaIM,0
PE,PE,AuCM,0.000569476
PE,PE,AuCL,0
A47L,A47L,S2I,4.73E-05
A47L,A47L,AuRTM,0
A47L,A47L,AuRTL,0
A47L,A47L,OPAl,0.000197631
A47L,A47L,A6M,0.000606756
A47L,A47L,LIP,0.005695793
A47L,A47L,MIP,0.000447069
A47L,A47L,AuA1,0
A47L,A47L,S2PR,0.001370239
A47L,A47L,V1,0.000654879
A47L,A47L,PGa-IPa,0.005463771
A47L,A47L,V2,0.006146572
A47L,A47L,V6A,0.000149023
A47L,A47L,V4,0.017403445
A47L,A47L,A6Vb,0.004221492
A47L,A47L,A6Va,0.028390287
A47L,A47L,TPPro,0
A47L,A47L,A23a,0.004397459
A47L,A47L,A23b,0.003349532
A47L,A47L,A23c,0
A47L,A47L,TPO,0.002156574
A47L,A47L,A13b,9.37E-05
A47L,A47L,A13a,0
A47L,A47L,TF,0.000130976
A47L,A47L,GI,0.000410525
A47L,A47L,A25,0
A47L,A47L,AuAL,0
A47L,A47L,Gu,0.00097429
A47L,A47L,A13M,0.004855608
A47L,A47L,A13L,0.031956778
A47L,A47L,A23V,0.002312837
A47L,A47L,TPt,0.000990377
A47L,A47L,Pir,3.61E-05
A47L,A47L,A29d,0.02447214
A47L,A47L,A19M,0.001327915
A47L,A47L,A4c,0.000185118
A47L,A47L,APir,0
A47L,A47L,TPro,0
A47L,A47L,Ent,0.000130976
A47L,A47L,VIP,1.76E-05
A47L,A47L,ReI,0
A47L,A47L,PF,0.002776792
A47L,A47L,PG,0.00849053
A47L,A47L,PE,0.000840132
A47L,A47L,A47O,0.007408279
A47L,A47L,A47M,0.102523516
A47L,A47L,OPt,0.004194678
A47L,A47L,A32,0.00077173
A47L,A47L,A45,0.037678225
A47L,A47L,AuCPB,0.00019544
A47L,A47L,A8aV,0.267123842
A47L,A47L,A4ab,0
A47L,A47L,A8aD,0.050702397
A47L,A47L,V4T,0.003530193
A47L,A47L,S2PV,0.001004654
A47L,A47L,AuML,0
A47L,A47L,AuRPB,0
A47L,A47L,ProSt,0.000359215
A47L,A47L,V3A,0.004439285
A47L,A47L,FST,0.012731682
A47L,A47L,PEC,0.000288355
A47L,A47L,A14C,0
A47L,A47L,A31,0.000197186
A47L,A47L,A30,0.0055324
A47L,A47L,A36,0.000229571
A47L,A47L,A35,0.000130976
A47L,A47L,TEO,0.001661457
A47L,A47L,A14R,7.61E-05
A47L,A47L,ProM,0.0031345
A47L,A47L,AuR,0
A47L,A47L,A29a-c,0.038715917
A47L,A47L,V6,0.011543915
A47L,A47L,A6DR,0.007703848
A47L,A47L,A6DC,0.002177388
A47L,A47L,TE1,0.000464186
A47L,A47L,TE2,0.00095404
A47L,A47L,TE3,0.013400227
A47L,A47L,TLO,0.000373995
A47L,A47L,A8b,0.009937104
A47L,A47L,PFG,0.01044619
A47L,A47L,A46V,0.070450466
A47L,A47L,A3b,5.41E-05
A47L,A47L,A3a,3.81E-05
A47L,A47L,A46D,0.006437504
A47L,A47L,DI,0.000102965
A47L,A47L,MST,0.003318724
A47L,A47L,AIP,0.000684805
A47L,A47L,A24a,0.000266891
A47L,A47L,A24c,0.000362465
A47L,A47L,A24b,0.000185271
A47L,A47L,A24d,2.93E-05
A47L,A47L,A19DI,0.008314373
A47L,A47L,A11,0.02504685
A47L,A47L,A10,0.088719089
A47L,A47L,S2E,0.000670113
A47L,A47L,PGM,0.001415377
A47L,A47L,A8C,0.005028682
A47L,A47L,TL,0.000130976
A47L,A47L,V3,0.014604922
A47L,A47L,A32V,0
A47L,A47L,V5,0.001702685
A47L,A47L,TH,0.000388283
A47L,A47L,A9,0.007896066
A47L,A47L,AuRT,0
A47L,A47L,A1-2,0.00140466
A47L,A47L,AI,1.76E-05
A47L,A47L,IPro,2.64E-05
A47L,A47L,STR,1.80E-05
A47L,A47L,AuRM,0
A47L,A47L,TFO,0.000392927
A47L,A47L,OPro,0.000801593
A47L,A47L,PaIL,0
A47L,A47L,PaIM,0
A47L,A47L,AuCM,8.80E-06
A47L,A47L,AuCL,0.001151263
OPt,OPt,S2I,5.24E-05
OPt,OPt,AuRTM,0
OPt,OPt,AuRTL,0
OPt,OPt,OPAl,0
OPt,OPt,A6M,0
OPt,OPt,LIP,0.21256634
OPt,OPt,MIP,0.016019569
OPt,OPt,AuA1,0.002149072
OPt,OPt,S2PR,0
OPt,OPt,V1,0.00073383
OPt,OPt,PGa-IPa,0.006027886
OPt,OPt,V2,0.010711658
OPt,OPt,V6A,0.000360469
OPt,OPt,V4,0.060289894
OPt,OPt,A6Vb,5.24E-05
OPt,OPt,A6Va,0.000209666
OPt,OPt,TPPro,0
OPt,OPt,A23a,0.002421853
OPt,OPt,A23b,0.002522187
OPt,OPt,A23c,0
OPt,OPt,TPO,0.001746281
OPt,OPt,A13b,0
OPt,OPt,A13a,0
OPt,OPt,TF,0.001620164
OPt,OPt,GI,0
OPt,OPt,A25,0
OPt,OPt,AuAL,0
OPt,OPt,Gu,0
OPt,OPt,A13M,2.30E-05
OPt,OPt,A13L,0.000127818
OPt,OPt,A23V,0.002659003
OPt,OPt,TPt,0.02445912
OPt,OPt,Pir,0
OPt,OPt,A29d,0.00721679
OPt,OPt,A19M,0.00918818
OPt,OPt,A4c,0
OPt,OPt,APir,0
OPt,OPt,TPro,0
OPt,OPt,Ent,0
OPt,OPt,VIP,0.006736896
OPt,OPt,ReI,0.000314498
OPt,OPt,PF,0.001939407
OPt,OPt,PG,0.079786901
OPt,OPt,PE,0.005347323
OPt,OPt,A47O,7.54E-05
OPt,OPt,A47L,0.001400404
OPt,OPt,A47M,0.000475396
OPt,OPt,A32,5.24E-05
OPt,OPt,A45,0.000226205
OPt,OPt,AuCPB,0.000442317
OPt,OPt,A8aV,0.000603214
OPt,OPt,A4ab,0
OPt,OPt,A8aD,0.000466152
OPt,OPt,V4T,0.073194932
OPt,OPt,S2PV,0
OPt,OPt,AuML,5.24E-05
OPt,OPt,AuRPB,0
OPt,OPt,ProSt,0.001647894
OPt,OPt,V3A,0.103421761
OPt,OPt,FST,0.002778069
OPt,OPt,PEC,0.000756815
OPt,OPt,A14C,0
OPt,OPt,A31,0.00209021
OPt,OPt,A30,0.005579482
OPt,OPt,A36,0.001957647
OPt,OPt,A35,0.000242745
OPt,OPt,TEO,0.001291073
OPt,OPt,A14R,0.000104833
OPt,OPt,ProM,5.24E-05
OPt,OPt,AuR,0
OPt,OPt,A29a-c,0.005801794
OPt,OPt,V6,0.009955089
OPt,OPt,A6DR,0.001011355
OPt,OPt,A6DC,7.54E-05
OPt,OPt,TE1,0
OPt,OPt,TE2,0.000285067
OPt,OPt,TE3,0.012420493
OPt,OPt,TLO,0.015836311
OPt,OPt,A8b,0.000121372
OPt,OPt,PFG,0.034405098
OPt,OPt,A46V,0.000150803
OPt,OPt,A3b,0.000232651
OPt,OPt,A3a,0
OPt,OPt,A46D,0
OPt,OPt,DI,0
OPt,OPt,MST,0.093718928
OPt,OPt,AIP,0.006634748
OPt,OPt,A24a,0.000491935
OPt,OPt,A24c,0
OPt,OPt,A24b,0.000272176
OPt,OPt,A24d,0
OPt,OPt,A19DI,0.02110808
OPt,OPt,A11,0.000127818
OPt,OPt,A10,0.000104833
OPt,OPt,S2E,0.001257994
OPt,OPt,PGM,0.004822667
OPt,OPt,A8C,0.000206868
OPt,OPt,TL,0.008622431
OPt,OPt,V3,0.067390736
OPt,OPt,A32V,0
OPt,OPt,V5,0.03920892
OPt,OPt,TH,0.010684552
OPt,OPt,A9,0.000104833
OPt,OPt,AuRT,0
OPt,OPt,A1-2,0.000308053
OPt,OPt,AI,0
OPt,OPt,IPro,0
OPt,OPt,STR,0
OPt,OPt,AuRM,0
OPt,OPt,TFO,0.003877717
OPt,OPt,OPro,0
OPt,OPt,PaIL,0
OPt,OPt,PaIM,0
OPt,OPt,AuCM,0.008072125
OPt,OPt,AuCL,0.000494733
A32,A32,S2I,0
A32,A32,AuRTM,0
A32,A32,AuRTL,0
A32,A32,OPAl,0.000428816
A32,A32,A6M,0
A32,A32,LIP,0
A32,A32,MIP,0
A32,A32,AuA1,0
A32,A32,S2PR,0
A32,A32,V1,0
A32,A32,PGa-IPa,0
A32,A32,V2,0.004716981
A32,A32,V6A,0
A32,A32,V4,0
A32,A32,A6Vb,0
A32,A32,A6Va,0
A32,A32,TPPro,0.014365352
A32,A32,A23a,0
A32,A32,A23b,0
A32,A32,A23c,0
A32,A32,TPO,0.006432247
A32,A32,A13b,0.001500858
A32,A32,A13a,0.000214408
A32,A32,TF,0
A32,A32,GI,0
A32,A32,A25,0.051243568
A32,A32,AuAL,0
A32,A32,Gu,0
A32,A32,A13M,0.018867925
A32,A32,A13L,0.006646655
A32,A32,A23V,0.000214408
A32,A32,TPt,0
A32,A32,Pir,0.000428816
A32,A32,A29d,0.002358491
A32,A32,A19M,0
A32,A32,A4c,0
A32,A32,APir,0
A32,A32,TPro,0
A32,A32,Ent,0
A32,A32,VIP,0
A32,A32,ReI,0
A32,A32,PF,0
A32,A32,PG,0
A32,A32,PE,0
A32,A32,A47O,0.006217839
A32,A32,A47L,0.000214408
A32,A32,A47M,0.000643225
A32,A32,OPt,0
A32,A32,A45,0
A32,A32,AuCPB,0
A32,A32,A8aV,0
A32,A32,A4ab,0.000214408
A32,A32,A8aD,0.001286449
A32,A32,V4T,0
A32,A32,S2PV,0
A32,A32,AuML,0
A32,A32,AuRPB,0
A32,A32,ProSt,0.001929674
A32,A32,V3A,0
A32,A32,FST,0
A32,A32,PEC,0
A32,A32,A14C,0.007075472
A32,A32,A31,0
A32,A32,A30,0.009433962
A32,A32,A36,0.002144082
A32,A32,A35,0
A32,A32,TEO,0
A32,A32,A14R,0.098842196
A32,A32,ProM,0
A32,A32,AuR,0
A32,A32,A29a-c,0.00728988
A32,A32,V6,0
A32,A32,A6DR,0
A32,A32,A6DC,0
A32,A32,TE1,0.019296741
A32,A32,TE2,0.000214408
A32,A32,TE3,0.000214408
A32,A32,TLO,0
A32,A32,A8b,0.240780446
A32,A32,PFG,0
A32,A32,A46V,0
A32,A32,A3b,0
A32,A32,A3a,0
A32,A32,A46D,0
A32,A32,DI,0
A32,A32,MST,0
A32,A32,AIP,0
A32,A32,A24a,0.035806175
A32,A32,A24c,0.000214408
A32,A32,A24b,0.019082333
A32,A32,A24d,0
A32,A32,A19DI,0
A32,A32,A11,0.006432247
A32,A32,A10,0.084476844
A32,A32,S2E,0
A32,A32,PGM,0
A32,A32,A8C,0
A32,A32,TL,0
A32,A32,V3,0
A32,A32,A32V,0.069682676
A32,A32,V5,0
A32,A32,TH,0
A32,A32,A9,0.254288165
A32,A32,AuRT,0
A32,A32,A1-2,0
A32,A32,AI,0
A32,A32,IPro,0
A32,A32,STR,0.008147513
A32,A32,AuRM,0
A32,A32,TFO,0
A32,A32,OPro,0.018653516
A32,A32,PaIL,0
A32,A32,PaIM,0
A32,A32,AuCM,0
A32,A32,AuCL,0
A45,A45,S2I,0
A45,A45,AuRTM,0
A45,A45,AuRTL,0
A45,A45,OPAl,0.003548587
A45,A45,A6M,0.012750155
A45,A45,LIP,0.000701465
A45,A45,MIP,0.00235197
A45,A45,AuA1,0
A45,A45,S2PR,0.004167526
A45,A45,V1,0
A45,A45,PGa-IPa,0.020878894
A45,A45,V2,0.000701465
A45,A45,V6A,4.13E-05
A45,A45,V4,0.015473489
A45,A45,A6Vb,0.017949247
A45,A45,A6Va,0.0566536
A45,A45,TPPro,0
A45,A45,A23a,4.13E-05
A45,A45,A23b,0.000165051
A45,A45,A23c,0.000701465
A45,A45,TPO,0.001691768
A45,A45,A13b,0.000247576
A45,A45,A13a,0
A45,A45,TF,0.009036517
A45,A45,GI,0.000330101
A45,A45,A25,0
A45,A45,AuAL,0
A45,A45,Gu,0.002517021
A45,A45,A13M,0.003672375
A45,A45,A13L,0.062224056
A45,A45,A23V,0
A45,A45,TPt,8.25E-05
A45,A45,Pir,0.000165051
A45,A45,A29d,0.000453889
A45,A45,A19M,0
A45,A45,A4c,0.000536414
A45,A45,APir,0
A45,A45,TPro,0
A45,A45,Ent,0
A45,A45,VIP,0.000825253
A45,A45,ReI,0
A45,A45,PF,0.00078399
A45,A45,PG,0.000165051
A45,A45,PE,0.011388488
A45,A45,A47O,0.044769961
A45,A45,A47L,0.161584485
A45,A45,A47M,0.05133072
A45,A45,OPt,0.00140293
A45,A45,A32,0.000123788
A45,A45,AuCPB,0.000247576
A45,A45,A8aV,0.093377347
A45,A45,A4ab,0.000288838
A45,A45,A8aD,0.000742727
A45,A45,V4T,0.032308645
A45,A45,S2PV,0.001980607
A45,A45,AuML,0
A45,A45,AuRPB,0
A45,A45,ProSt,0
A45,A45,V3A,0.000453889
A45,A45,FST,0.063503198
A45,A45,PEC,8.25E-05
A45,A45,A14C,0
A45,A45,A31,0
A45,A45,A30,0.000577677
A45,A45,A36,0.001444192
A45,A45,A35,8.25E-05
A45,A45,TEO,0.030864452
A45,A45,A14R,4.13E-05
A45,A45,ProM,0.019475965
A45,A45,AuR,0
A45,A45,A29a-c,0.000949041
A45,A45,V6,0.000949041
A45,A45,A6DR,0.018898288
A45,A45,A6DC,0.009407881
A45,A45,TE1,0.004580153
A45,A45,TE2,0.037507737
A45,A45,TE3,0.118299979
A45,A45,TLO,0
A45,A45,A8b,0.006560759
A45,A45,PFG,0.000990303
A45,A45,A46V,0.002021869
A45,A45,A3b,8.25E-05
A45,A45,A3a,0.000165051
A45,A45,A46D,8.25E-05
A45,A45,DI,0.000247576
A45,A45,MST,0.006519497
A45,A45,AIP,0.001898081
A45,A45,A24a,0.000247576
A45,A45,A24c,0.00061894
A45,A45,A24b,0.000123788
A45,A45,A24d,0
A45,A45,A19DI,0.001444192
A45,A45,A11,0.006024345
A45,A45,A10,0.018733237
A45,A45,S2E,0
A45,A45,PGM,8.25E-05
A45,A45,A8C,0.002558283
A45,A45,TL,0.000371364
A45,A45,V3,0.008541366
A45,A45,A32V,0
A45,A45,V5,0.009655457
A45,A45,TH,4.13E-05
A45,A45,A9,0.000288838
A45,A45,AuRT,0
A45,A45,A1-2,0.00156798
A45,A45,AI,0.000247576
A45,A45,IPro,0.00061894
A45,A45,STR,0
A45,A45,AuRM,0
A45,A45,TFO,0.001237879
A45,A45,OPro,0.003301011
A45,A45,PaIL,0
A45,A45,PaIM,0
A45,A45,AuCM,8.25E-05
A45,A45,AuCL,0.000123788
AuCPB,AuCPB,S2I,0
AuCPB,AuCPB,AuRTM,0.020991514
AuCPB,AuCPB,AuRTL,0.02300134
AuCPB,AuCPB,OPAl,0.000893256
AuCPB,AuCPB,A6M,0
AuCPB,AuCPB,LIP,0
AuCPB,AuCPB,MIP,0
AuCPB,AuCPB,AuA1,0.085529254
AuCPB,AuCPB,S2PR,0
AuCPB,AuCPB,V1,0
AuCPB,AuCPB,PGa-IPa,0
AuCPB,AuCPB,V2,0
AuCPB,AuCPB,V6A,0
AuCPB,AuCPB,V4,0
AuCPB,AuCPB,A6Vb,0
AuCPB,AuCPB,A6Va,0
AuCPB,AuCPB,TPPro,0
AuCPB,AuCPB,A23a,0
AuCPB,AuCPB,A23b,0
AuCPB,AuCPB,A23c,0
AuCPB,AuCPB,TPO,0.074140241
AuCPB,AuCPB,A13b,0
AuCPB,AuCPB,A13a,0
AuCPB,AuCPB,TF,0
AuCPB,AuCPB,GI,0.000223314
AuCPB,AuCPB,A25,0
AuCPB,AuCPB,AuAL,0.179991067
AuCPB,AuCPB,Gu,0
AuCPB,AuCPB,A13M,0.000669942
AuCPB,AuCPB,A13L,0.000223314
AuCPB,AuCPB,A23V,0
AuCPB,AuCPB,TPt,0.001339884
AuCPB,AuCPB,Pir,0
AuCPB,AuCPB,A19M,0
AuCPB,AuCPB,A4c,0
AuCPB,AuCPB,APir,0
AuCPB,AuCPB,TPro,0.007369361
AuCPB,AuCPB,Ent,0.000223314
AuCPB,AuCPB,VIP,0
AuCPB,AuCPB,ReI,0
AuCPB,AuCPB,PF,0
AuCPB,AuCPB,PG,0
AuCPB,AuCPB,PE,0
AuCPB,AuCPB,A47O,0
AuCPB,AuCPB,A47L,0
AuCPB,AuCPB,A47M,0
AuCPB,AuCPB,OPt,0
AuCPB,AuCPB,A32,0
AuCPB,AuCPB,A45,0
AuCPB,AuCPB,A29d,0
AuCPB,AuCPB,A8aV,0
AuCPB,AuCPB,A4ab,0
AuCPB,AuCPB,A8aD,0
AuCPB,AuCPB,V4T,0
AuCPB,AuCPB,S2PV,0
AuCPB,AuCPB,AuML,0.225100491
AuCPB,AuCPB,AuRPB,0.080616347
AuCPB,AuCPB,ProSt,0
AuCPB,AuCPB,V3A,0
AuCPB,AuCPB,FST,0.002679768
AuCPB,AuCPB,PEC,0
AuCPB,AuCPB,A14C,0
AuCPB,AuCPB,A31,0
