Source,Label,Target,Weight
V4,V4,PG,0.00460544
V4,V4,PE,0.003050029
V4,V4,A47O,0.000710168
V4,V4,A47L,0.00803048
V4,V4,A47M,0.002242427
V4,V4,OPt,0.050367835
V4,V4,A32,0
V4,V4,A45,0.007772338
V4,V4,AuCPB,0
V4,V4,A8aV,0.0097218
V4,V4,A4ab,0
V4,V4,A8aD,0
V4,V4,V4T,0.097129916
V4,V4,S2PV,0
V4,V4,AuML,0
V4,V4,AuRPB,0
V4,V4,ProSt,8.66E-05
V4,V4,V3A,0.008363178
V4,V4,FST,0.043384547
V4,V4,PEC,0.0013576
V4,V4,A14C,0
V4,V4,A31,4.33E-05
V4,V4,A30,0.000320282
V4,V4,A36,0.001410369
V4,V4,A35,4.33E-05
V4,V4,TEO,0.179954661
V4,V4,A14R,0
V4,V4,ProM,2.67E-05
V4,V4,AuR,0
V4,V4,A29a-c,0.000133451
V4,V4,V6,0.088748333
V4,V4,A6DR,0.000160141
V4,V4,A6DC,0.000556199
V4,V4,TE1,0.001189098
V4,V4,TE2,0.021897168
V4,V4,TE3,0.101641704
V4,V4,TLO,0.003315495
V4,V4,A8b,5.34E-05
V4,V4,PFG,0.000507113
V4,V4,A46V,0
V4,V4,A3b,0
V4,V4,A3a,0
V4,V4,A46D,0
V4,V4,DI,0
V4,V4,MST,0.006113199
V4,V4,AIP,0.006765222
V4,V4,A24a,5.34E-05
V4,V4,A24c,0
V4,V4,A24b,5.34E-05
V4,V4,A24d,0
V4,V4,A19DI,0.013447967
V4,V4,A11,0.000173806
V4,V4,A10,0.000146902
V4,V4,S2E,0
V4,V4,PGM,0
V4,V4,A8C,0.000626174
V4,V4,TL,0.002077723
V4,V4,V3,0.197814709
V4,V4,A32V,0
V4,V4,V5,0.022997619
V4,V4,TH,0.002331414
V4,V4,A9,0
V4,V4,AuRT,0
V4,V4,A1-2,0
V4,V4,AI,0
V4,V4,IPro,0
V4,V4,STR,0
V4,V4,AuRM,0
V4,V4,TFO,0.010898883
V4,V4,OPro,1.35E-05
V4,V4,PaIL,0
V4,V4,PaIM,0
V4,V4,AuCM,0
V4,V4,AuCL,0
A6Va,A6Va,S2I,0.007495932
A6Va,A6Va,AuRTM,0
A6Va,A6Va,AuRTL,0
A6Va,A6Va,OPAl,0
A6Va,A6Va,A6M,0.017790731
A6Va,A6Va,LIP,0.000667939
A6Va,A6Va,MIP,0.000481973
A6Va,A6Va,AuA1,0.000241866
A6Va,A6Va,S2PR,0.008984182
A6Va,A6Va,V1,0
A6Va,A6Va,PGa-IPa,0.002129566
A6Va,A6Va,V2,0.000222646
A6Va,A6Va,V6A,0.004166667
A6Va,A6Va,V4,0.000820433
A6Va,A6Va,A6Vb,0.03010554
A6Va,A6Va,TPPro,0
A6Va,A6Va,A23a,0.001565252
A6Va,A6Va,A23b,0.003034895
A6Va,A6Va,A23c,0
A6Va,A6Va,TPO,0.000159033
A6Va,A6Va,A13b,0
A6Va,A6Va,A13a,0
A6Va,A6Va,TF,0
A6Va,A6Va,GI,0.002589791
A6Va,A6Va,A25,0
A6Va,A6Va,AuAL,0
A6Va,A6Va,Gu,0.000227119
A6Va,A6Va,A13M,0.000515539
A6Va,A6Va,A13L,0.004371226
A6Va,A6Va,A23V,0
A6Va,A6Va,TPt,0.003435303
A6Va,A6Va,Pir,0
A6Va,A6Va,A29d,0.000451926
A6Va,A6Va,A19M,0.000986005
A6Va,A6Va,A4c,0.110354702
A6Va,A6Va,APir,0
A6Va,A6Va,TPro,0
A6Va,A6Va,Ent,0
A6Va,A6Va,VIP,0.000381679
A6Va,A6Va,ReI,0.001371354
A6Va,A6Va,PF,0.099096738
A6Va,A6Va,PG,0.001711604
A6Va,A6Va,PE,0.036169103
A6Va,A6Va,A47O,0.000801799
A6Va,A6Va,A47L,0.023204295
A6Va,A6Va,A47M,0.005306115
A6Va,A6Va,OPt,0.000897219
A6Va,A6Va,A32,0
A6Va,A6Va,A45,0.02452948
A6Va,A6Va,AuCPB,3.18E-05
A6Va,A6Va,A8aV,0.054460437
A6Va,A6Va,A4ab,0.009462388
A6Va,A6Va,A8aD,0.000789212
A6Va,A6Va,V4T,0.002275919
A6Va,A6Va,S2PV,0.030066515
A6Va,A6Va,AuML,3.18E-05
A6Va,A6Va,AuRPB,0
A6Va,A6Va,ProSt,3.18E-05
A6Va,A6Va,V3A,0.001011272
A6Va,A6Va,FST,0.003569749
A6Va,A6Va,PEC,0.002767856
A6Va,A6Va,A14C,0
A6Va,A6Va,A31,0.00377083
A6Va,A6Va,A30,0.00030548
A6Va,A6Va,A36,0
A6Va,A6Va,A35,0
A6Va,A6Va,TEO,0.000833114
A6Va,A6Va,A14R,0
A6Va,A6Va,ProM,0.012576673
A6Va,A6Va,AuR,0
A6Va,A6Va,A29a-c,9.54E-05
A6Va,A6Va,V6,0.000254453
A6Va,A6Va,A6DR,0.003192263
A6Va,A6Va,A6DC,0.032144798
A6Va,A6Va,TE1,0
A6Va,A6Va,TE2,0.000178253
A6Va,A6Va,TE3,0.004843374
A6Va,A6Va,TLO,0
A6Va,A6Va,A8b,0.002876663
A6Va,A6Va,PFG,0.026851313
A6Va,A6Va,A46V,0.011599152
A6Va,A6Va,A3b,0.034391382
A6Va,A6Va,A3a,0.103420504
A6Va,A6Va,A46D,0.000636132
A6Va,A6Va,DI,0.000178253
A6Va,A6Va,MST,0.005276756
A6Va,A6Va,AIP,0.003846537
A6Va,A6Va,A24a,0
A6Va,A6Va,A24c,0.001133609
A6Va,A6Va,A24b,0.000581389
A6Va,A6Va,A24d,0.001285532
A6Va,A6Va,A19DI,0
A6Va,A6Va,A11,0.000241866
A6Va,A6Va,A10,0.000725599
A6Va,A6Va,S2E,0.056106314
A6Va,A6Va,PGM,0.001800391
A6Va,A6Va,A8C,0.072366329
A6Va,A6Va,TL,0
A6Va,A6Va,V3,0.000369093
A6Va,A6Va,A32V,0
A6Va,A6Va,V5,0.000447529
A6Va,A6Va,TH,0
A6Va,A6Va,A9,0
A6Va,A6Va,AuRT,0
A6Va,A6Va,A1-2,0.117213599
A6Va,A6Va,AI,0
A6Va,A6Va,IPro,0
A6Va,A6Va,STR,0
A6Va,A6Va,AuRM,0
A6Va,A6Va,TFO,0
A6Va,A6Va,OPro,3.18E-05
A6Va,A6Va,PaIL,0
A6Va,A6Va,PaIM,0
A6Va,A6Va,AuCM,0.00159556
A6Va,A6Va,AuCL,6.36E-05
A23a,A23a,S2I,2.97E-05
A23a,A23a,AuRTM,0
A23a,A23a,AuRTL,0
A23a,A23a,OPAl,0
A23a,A23a,A6M,0.000356157
A23a,A23a,LIP,0.038170065
A23a,A23a,MIP,0.00556093
A23a,A23a,AuA1,0.000148399
A23a,A23a,S2PR,0
A23a,A23a,V1,0.000267118
A23a,A23a,PGa-IPa,0.000326477
A23a,A23a,V2,0.014289904
A23a,A23a,V6A,0.013817729
A23a,A23a,V4,0.009202108
A23a,A23a,A6Vb,0
A23a,A23a,A6Va,8.90E-05
A23a,A23a,TPPro,0
A23a,A23a,V6,0.028007738
A23a,A23a,A23b,0.146723143
A23a,A23a,A23c,0.000847676
A23a,A23a,TPO,0.00121687
A23a,A23a,A13b,0
A23a,A23a,A13a,0
A23a,A23a,TF,0.000118719
A23a,A23a,GI,0
A23a,A23a,A25,0
A23a,A23a,AuAL,0
A23a,A23a,Gu,0
A23a,A23a,A13M,0.000563915
A23a,A23a,A13L,0.001375393
A23a,A23a,A23V,0.05553465
A23a,A23a,TPt,0.000920072
A23a,A23a,Pir,0
A23a,A23a,A29d,0.057972687
A23a,A23a,A19M,0.027425211
A23a,A23a,A4c,0
A23a,A23a,APir,0
A23a,A23a,TPro,0
A23a,A23a,Ent,0.000646436
A23a,A23a,VIP,0.002938296
A23a,A23a,ReI,0
A23a,A23a,PF,0.000237438
A23a,A23a,PG,0.011959876
A23a,A23a,PE,0.016561304
A23a,A23a,A47O,0
A23a,A23a,A47L,0.012329869
A23a,A23a,A47M,0.00888011
A23a,A23a,OPt,0.020258767
A23a,A23a,A32,0.001038791
A23a,A23a,A45,0.000652955
A23a,A23a,AuCPB,8.90E-05
A23a,A23a,A8aV,0.006087369
A23a,A23a,A4ab,0.00124655
A23a,A23a,A8aD,0.039171332
A23a,A23a,V4T,0.006253688
A23a,A23a,S2PV,0
A23a,A23a,AuML,0
A23a,A23a,AuRPB,0
A23a,A23a,ProSt,0.003637573
A23a,A23a,V3A,0.007196922
A23a,A23a,FST,0.001263192
A23a,A23a,PEC,0.020709951
A23a,A23a,A14C,0
A23a,A23a,A31,0.019202802
A23a,A23a,A30,0.167496805
A23a,A23a,A36,8.90E-05
A23a,A23a,A35,0.000148399
A23a,A23a,TEO,0.004498978
A23a,A23a,A14R,2.97E-05
A23a,A23a,ProM,0
A23a,A23a,AuR,0
A23a,A23a,A29a-c,0.071009741
A23a,A23a,A6DR,0.026470597
A23a,A23a,A6DC,0.002819577
A23a,A23a,TE1,0
A23a,A23a,TE2,0
A23a,A23a,TE3,0.000498037
A23a,A23a,TLO,0.001543347
A23a,A23a,A8b,0.004633061
A23a,A23a,PFG,0.005461075
A23a,A23a,A46V,0.004192253
A23a,A23a,A3b,0
A23a,A23a,A3a,0.000178079
A23a,A23a,A46D,0.003007193
A23a,A23a,DI,0
A23a,A23a,MST,0.003881529
A23a,A23a,AIP,0.001513668
A23a,A23a,A24a,0.000237438
A23a,A23a,A24c,0.000207758
A23a,A23a,A24b,8.90E-05
A23a,A23a,A24d,2.97E-05
A23a,A23a,A19DI,0.014344608
A23a,A23a,A11,0.012819348
A23a,A23a,A10,0.004738157
A23a,A23a,S2E,0.000148399
A23a,A23a,PGM,0.058051377
A23a,A23a,A8C,0.000712314
A23a,A23a,TL,0.000237438
A23a,A23a,V3,0.016249566
A23a,A23a,A32V,0.000296798
A23a,A23a,V5,0.004304256
A23a,A23a,TH,0.001107689
A23a,A23a,A9,0.004145148
A23a,A23a,AuRT,0
A23a,A23a,A1-2,0.000623275
A23a,A23a,AI,2.97E-05
A23a,A23a,IPro,0
A23a,A23a,STR,0
A23a,A23a,AuRM,0
A23a,A23a,TFO,0.000148399
A23a,A23a,OPro,0
A23a,A23a,PaIL,0
A23a,A23a,PaIM,0
A23a,A23a,AuCM,0.000593595
A23a,A23a,AuCL,8.90E-05
A23b,A23b,S2I,0.003553368
A23b,A23b,AuRTM,0
A23b,A23b,AuRTL,0
A23b,A23b,OPAl,2.46E-05
A23b,A23b,A6M,0.011115816
A23b,A23b,LIP,0.021874691
A23b,A23b,MIP,0.006349062
A23b,A23b,AuA1,0.001503502
A23b,A23b,S2PR,2.04E-05
A23b,A23b,V1,4.14E-05
A23b,A23b,PGa-IPa,0.000423482
A23b,A23b,V2,0.00661897
A23b,A23b,V6A,0.042882117
A23b,A23b,V4,0.001409173
A23b,A23b,A6Vb,1.27E-05
A23b,A23b,A6Va,0.000785121
A23b,A23b,TPPro,0
A23b,A23b,A23a,0.144792294
A23b,A23b,A23c,0.004141018
A23b,A23b,TPO,0.002214128
A23b,A23b,A13b,6.34E-06
A23b,A23b,A13a,0
A23b,A23b,TF,1.41E-05
A23b,A23b,GI,9.52E-05
A23b,A23b,A25,0
A23b,A23b,AuAL,0
A23b,A23b,Gu,0
A23b,A23b,A13M,0.000280089
A23b,A23b,A13L,0.001136591
A23b,A23b,A23V,0.008444331
A23b,A23b,TPt,0.015783756
A23b,A23b,Pir,0
A23b,A23b,A29d,0.011670129
A23b,A23b,A19M,0.041169128
A23b,A23b,A4c,0.000255206
A23b,A23b,APir,0
A23b,A23b,TPro,2.04E-05
A23b,A23b,Ent,0.000183026
A23b,A23b,VIP,0.00726252
A23b,A23b,ReI,0.000785863
A23b,A23b,PF,0.001413239
A23b,A23b,PG,0.023769752
A23b,A23b,PE,0.050059103
A23b,A23b,A47O,6.27E-05
A23b,A23b,A47L,0.00927878
A23b,A23b,A47M,0.001471929
A23b,A23b,OPt,0.008362642
A23b,A23b,A32,0.000148139
A23b,A23b,A45,0.001754598
A23b,A23b,AuCPB,0.000463716
A23b,A23b,A8aV,0.0159888
A23b,A23b,A4ab,0.002305447
A23b,A23b,A8aD,0.028389035
A23b,A23b,V4T,0.000294461
A23b,A23b,S2PV,8.66E-05
A23b,A23b,AuML,0.000121925
A23b,A23b,AuRPB,2.04E-05
A23b,A23b,ProSt,0.004197943
A23b,A23b,V3A,0.005528345
A23b,A23b,FST,0.000570861
A23b,A23b,PEC,0.040637911
A23b,A23b,A14C,0
A23b,A23b,A31,0.139402938
A23b,A23b,A30,0.038995626
A23b,A23b,A36,6.76E-05
A23b,A23b,A35,0.000167556
A23b,A23b,TEO,0.000618578
A23b,A23b,A14R,6.34E-06
A23b,A23b,ProM,6.13E-05
A23b,A23b,AuR,0
A23b,A23b,A29a-c,0.011946003
A23b,A23b,V6,0.005765351
A23b,A23b,A6DR,0.037889916
A23b,A23b,A6DC,0.014801341
A23b,A23b,TE1,6.34E-06
A23b,A23b,TE2,1.41E-05
A23b,A23b,TE3,0.000173022
A23b,A23b,TLO,0.000581804
A23b,A23b,A8b,0.010967357
A23b,A23b,PFG,0.029922716
A23b,A23b,A46V,0.005773083
A23b,A23b,A3b,0.000635633
A23b,A23b,A3a,0.001734664
A23b,A23b,A46D,0.004126355
A23b,A23b,DI,1.27E-05
A23b,A23b,MST,0.007096073
A23b,A23b,AIP,0.004556033
A23b,A23b,A24a,0.000150083
A23b,A23b,A24c,0.003673101
A23b,A23b,A24b,0.001701244
A23b,A23b,A24d,0.004782624
A23b,A23b,A19DI,0.000464075
A23b,A23b,A11,0.000643634
A23b,A23b,A10,0.001336835
A23b,A23b,S2E,0.004334378
A23b,A23b,PGM,0.121265959
A23b,A23b,A8C,0.003243867
A23b,A23b,TL,5.63E-05
A23b,A23b,V3,0.001059054
A23b,A23b,A32V,1.27E-05
A23b,A23b,V5,0.000172183
A23b,A23b,TH,0.001485087
A23b,A23b,A9,0.000920502
A23b,A23b,AuRT,0
A23b,A23b,A1-2,0.001234109
A23b,A23b,AI,0
A23b,A23b,IPro,0.000163383
A23b,A23b,STR,0
A23b,A23b,AuRM,1.05E-05
A23b,A23b,TFO,6.34E-06
A23b,A23b,OPro,5.63E-05
A23b,A23b,PaIL,0
A23b,A23b,PaIM,0
A23b,A23b,AuCM,0.007161914
A23b,A23b,AuCL,0.000948634
A23c,A23c,S2I,0.012837405
A23c,A23c,AuRTM,0
A23c,A23c,AuRTL,0
A23c,A23c,OPAl,0
A23c,A23c,A6M,0.001882318
A23c,A23c,LIP,0
A23c,A23c,MIP,0
A23c,A23c,AuA1,3.76E-05
A23c,A23c,S2PR,3.76E-05
A23c,A23c,V1,0
A23c,A23c,PGa-IPa,0
A23c,A23c,V2,0
A23c,A23c,V6A,0
A23c,A23c,V4,0
A23c,A23c,A6Vb,3.76E-05
A23c,A23c,A6Va,0
A23c,A23c,TPPro,0
A23c,A23c,A23a,0.06983398
A23c,A23c,A23b,0.238376689
A23c,A23c,TPO,0
A23c,A23c,A13b,0
A23c,A23c,A13a,0
A23c,A23c,TF,0
A23c,A23c,GI,0.000602342
A23c,A23c,A25,0
A23c,A23c,AuAL,0
A23c,A23c,Gu,0
A23c,A23c,A13M,0
A23c,A23c,A13L,0
A23c,A23c,A23V,0
A23c,A23c,TPt,0.012235064
A23c,A23c,Pir,0
A23c,A23c,A29d,0.000639988
A23c,A23c,A19M,0
A23c,A23c,A4c,0.000564695
A23c,A23c,APir,0
A23c,A23c,TPro,0
A23c,A23c,Ent,0
A23c,A23c,VIP,0
A23c,A23c,ReI,0.004216391
A23c,A23c,PF,0
A23c,A23c,PG,0
A23c,A23c,PE,0.060911795
A23c,A23c,A47O,0
A23c,A23c,A47L,0
A23c,A23c,A47M,0
A23c,A23c,OPt,0
A23c,A23c,A32,0
A23c,A23c,A45,0
A23c,A23c,AuCPB,0
A23c,A23c,A8aV,0
A23c,A23c,A4ab,0.243383654
A23c,A23c,A8aD,0.000112939
A23c,A23c,V4T,0
A23c,A23c,S2PV,0
A23c,A23c,AuML,0
A23c,A23c,AuRPB,0
A23c,A23c,ProSt,0
A23c,A23c,V3A,0
A23c,A23c,FST,0
A23c,A23c,PEC,0
A23c,A23c,A14C,0
A23c,A23c,A31,0.020291383
A23c,A23c,A30,0.003124647
A23c,A23c,A36,0
A23c,A23c,A35,0
A23c,A23c,TEO,0
A23c,A23c,A14R,0
A23c,A23c,ProM,0
A23c,A23c,AuR,0
A23c,A23c,A29a-c,0.000338817
A23c,A23c,V6,0
A23c,A23c,A6DR,0
A23c,A23c,A6DC,0.001430561
A23c,A23c,TE1,0
A23c,A23c,TE2,0
A23c,A23c,TE3,0
A23c,A23c,TLO,0
A23c,A23c,A8b,0
A23c,A23c,PFG,0.010691563
A23c,A23c,A46V,0
A23c,A23c,A3b,0.042352144
A23c,A23c,A3a,0.204683206
A23c,A23c,A46D,0
A23c,A23c,DI,0.000338817
A23c,A23c,MST,0.000112939
A23c,A23c,AIP,0
A23c,A23c,A24a,0
A23c,A23c,A24c,0.003350525
A23c,A23c,A24b,0.003538757
A23c,A23c,A24d,0.044121522
A23c,A23c,A19DI,0
A23c,A23c,A11,0
A23c,A23c,A10,0
A23c,A23c,S2E,0.001317622
A23c,A23c,PGM,0
A23c,A23c,A8C,3.76E-05
A23c,A23c,TL,0
A23c,A23c,V3,0
A23c,A23c,A32V,0
A23c,A23c,V5,0
A23c,A23c,TH,0
A23c,A23c,A9,0
A23c,A23c,AuRT,0
A23c,A23c,A1-2,0.017543199
A23c,A23c,AI,0
A23c,A23c,IPro,0.000301171
A23c,A23c,STR,0
A23c,A23c,AuRM,0
A23c,A23c,TFO,0
A23c,A23c,OPro,0
A23c,A23c,PaIL,0
A23c,A23c,PaIM,0
A23c,A23c,AuCM,0.000715281
A23c,A23c,AuCL,0
TPO,TPO,S2I,0.003401162
TPO,TPO,AuRTM,0.00206316
TPO,TPO,AuRTL,0.000661862
TPO,TPO,OPAl,0.00510635
TPO,TPO,A6M,0
TPO,TPO,LIP,0.00125025
TPO,TPO,MIP,0
TPO,TPO,AuA1,0.084814334
TPO,TPO,S2PR,0.000195701
TPO,TPO,V1,0
TPO,TPO,PGa-IPa,0.029715207
TPO,TPO,V2,0.00595119
TPO,TPO,V6A,5.00E-05
TPO,TPO,V4,0.000525359
TPO,TPO,A6Vb,0.000210246
TPO,TPO,A6Va,0.000590932
TPO,TPO,TPPro,4.52E-05
TPO,TPO,A23a,0.02216485
TPO,TPO,A23b,0.007997502
TPO,TPO,A23c,6.02E-05
TPO,TPO,A13b,1.51E-05
TPO,TPO,A13a,0.000215603
TPO,TPO,TF,0.000125279
TPO,TPO,GI,0.010478046
TPO,TPO,A25,6.51E-05
TPO,TPO,AuAL,0.007441231
TPO,TPO,Gu,0
TPO,TPO,A13M,0.007735183
TPO,TPO,A13L,0.0032514
TPO,TPO,A23V,0.022951778
TPO,TPO,TPt,0.038571076
TPO,TPO,Pir,0
TPO,TPO,A29d,0.000345222
TPO,TPO,A19M,0.008066664
TPO,TPO,A4c,5.00E-05
TPO,TPO,APir,0
TPO,TPO,TPro,0.014239483
TPO,TPO,Ent,0.003218988
TPO,TPO,VIP,0
TPO,TPO,ReI,0.017775889
TPO,TPO,PF,9.03E-05
TPO,TPO,PG,0.00154214
TPO,TPO,PE,6.51E-05
TPO,TPO,A47O,0.005078278
TPO,TPO,A47L,0.003057494
TPO,TPO,A47M,0.000590423
TPO,TPO,OPt,0.00140028
TPO,TPO,A32,0.000410286
TPO,TPO,A45,0.000225299
TPO,TPO,AuCPB,0.079317652
TPO,TPO,A8aV,0.010112467
TPO,TPO,A4ab,0.00010002
TPO,TPO,A8aD,0.002607404
TPO,TPO,V4T,0.000430188
TPO,TPO,S2PV,0.000843018
TPO,TPO,AuML,0.033282043
TPO,TPO,AuRPB,0.020464643
TPO,TPO,ProSt,0.017298853
TPO,TPO,V3A,0.00010002
TPO,TPO,FST,0.056019664
TPO,TPO,PEC,5.00E-05
TPO,TPO,A14C,5.00E-05
TPO,TPO,A31,5.00E-05
TPO,TPO,A30,0.004963231
TPO,TPO,A36,0.005180843
TPO,TPO,A35,0.002428016
TPO,TPO,TEO,0
TPO,TPO,A14R,0.000316132
TPO,TPO,ProM,0.000361293
TPO,TPO,AuR,0.013035949
TPO,TPO,A29a-c,0.001740653
TPO,TPO,V6,0.00010002
TPO,TPO,A6DR,8.01E-05
TPO,TPO,A6DC,0.000160236
TPO,TPO,TE1,0.008808831
TPO,TPO,TE2,0.004373799
TPO,TPO,TE3,0.050176047
TPO,TPO,TLO,0.000947377
TPO,TPO,A8b,0.000545771
TPO,TPO,PFG,0.004105641
TPO,TPO,A46V,0.007104447
TPO,TPO,A3b,0
TPO,TPO,A3a,6.51E-05
TPO,TPO,A46D,0.009176822
TPO,TPO,DI,0.014268064
TPO,TPO,MST,0.074626975
TPO,TPO,AIP,5.00E-05
TPO,TPO,A24a,0.000475858
TPO,TPO,A24c,6.51E-05
TPO,TPO,A24b,0.000575878
TPO,TPO,A24d,5.00E-05
TPO,TPO,A19DI,0
TPO,TPO,A11,0.001152266
TPO,TPO,A10,0.033933218
TPO,TPO,S2E,0.001434459
TPO,TPO,PGM,0.00235047
TPO,TPO,A8C,0.00010002
TPO,TPO,TL,0.001129042
TPO,TPO,V3,0.002060616
TPO,TPO,A32V,0.000265613
TPO,TPO,V5,0.002661245
TPO,TPO,TH,0.014386996
TPO,TPO,A9,0.002449204
TPO,TPO,AuRT,0.003529763
TPO,TPO,A1-2,5.00E-05
TPO,TPO,AI,0.000621549
TPO,TPO,IPro,0.037867238
TPO,TPO,STR,0.008762652
TPO,TPO,AuRM,0.025158967
TPO,TPO,TFO,0
TPO,TPO,OPro,0.001940425
TPO,TPO,PaIL,0.001860817
TPO,TPO,PaIM,0.001901639
TPO,TPO,AuCM,0.072161
TPO,TPO,AuCL,0.047905589
A19M,A19M,S2I,0
A19M,A19M,AuRTM,0
A19M,A19M,AuRTL,0
A19M,A19M,OPAl,0.000590319
A19M,A19M,A6M,0
A19M,A19M,LIP,0.011216057
A19M,A19M,MIP,0.000590319
A19M,A19M,AuA1,0
A19M,A19M,S2PR,0
A19M,A19M,V1,0.031286895
A19M,A19M,PGa-IPa,0.000590319
A19M,A19M,V2,0.031286895
A19M,A19M,V6A,0.001180638
A19M,A19M,V4,0.002361275
A19M,A19M,A6Vb,0
A19M,A19M,A6Va,0.000590319
A19M,A19M,TPPro,0
A19M,A19M,A23a,0.015348288
A19M,A19M,A23b,0.059622196
A19M,A19M,A23c,0
A19M,A19M,TPO,0
A19M,A19M,A13b,0
A19M,A19M,A13a,0
A19M,A19M,TF,0
A19M,A19M,GI,0
A19M,A19M,A25,0
A19M,A19M,AuAL,0
A19M,A19M,Gu,0
A19M,A19M,A13M,0.000590319
A19M,A19M,A13L,0
A19M,A19M,A23V,0.365997639
A19M,A19M,TPt,0
A19M,A19M,Pir,0
A19M,A19M,A29d,0.032467532
A19M,A19M,A4c,0
A19M,A19M,APir,0
A19M,A19M,TPro,0
A19M,A19M,Ent,0
A19M,A19M,VIP,0
A19M,A19M,ReI,0
A19M,A19M,PF,0
A19M,A19M,PG,0.002361275
A19M,A19M,PE,0
A19M,A19M,A47O,0
A19M,A19M,A47L,0.001180638
A19M,A19M,A47M,0.000590319
A19M,A19M,OPt,0.018890201
A19M,A19M,A32,0
A19M,A19M,A45,0
A19M,A19M,AuCPB,0
A19M,A19M,A8aV,0.001770956
A19M,A19M,A4ab,0.000590319
A19M,A19M,A8aD,0.012987013
A19M,A19M,V4T,0
A19M,A19M,S2PV,0
A19M,A19M,AuML,0
A19M,A19M,AuRPB,0
A19M,A19M,ProSt,0.007083825
A19M,A19M,V3A,0.000590319
A19M,A19M,FST,0.000590319
A19M,A19M,PEC,0
A19M,A19M,A14C,0
A19M,A19M,A31,0
A19M,A19M,A30,0.041322314
A19M,A19M,A36,0
A19M,A19M,A35,0
A19M,A19M,TEO,0.000590319
A19M,A19M,A14R,0
A19M,A19M,ProM,0
A19M,A19M,AuR,0
A19M,A19M,A29a-c,0.090318772
A19M,A19M,V6,0.030106257
A19M,A19M,A6DR,0.005312869
A19M,A19M,A6DC,0
A19M,A19M,TE1,0
A19M,A19M,TE2,0
A19M,A19M,TE3,0
A19M,A19M,TLO,0.004132231
A19M,A19M,A8b,0
A19M,A19M,PFG,0
A19M,A19M,A46V,0.000590319
A19M,A19M,A3b,0
A19M,A19M,A3a,0
A19M,A19M,A46D,0
A19M,A19M,DI,0
A19M,A19M,MST,0.001770956
A19M,A19M,AIP,0
A19M,A19M,A24a,0
A19M,A19M,A24c,0
A19M,A19M,A24b,0
A19M,A19M,A24d,0
A19M,A19M,A19DI,0.005312869
A19M,A19M,A11,0.008264463
A19M,A19M,A10,0.000590319
A19M,A19M,S2E,0
A19M,A19M,PGM,0.180047226
A19M,A19M,A8C,0
A19M,A19M,TL,0
A19M,A19M,V3,0.022432113
A19M,A19M,A32V,0
A19M,A19M,V5,0
A19M,A19M,TH,0.008854782
A19M,A19M,A9,0
A19M,A19M,AuRT,0
A19M,A19M,A1-2,0
A19M,A19M,AI,0
A19M,A19M,IPro,0
A19M,A19M,STR,0
A19M,A19M,AuRM,0
A19M,A19M,TFO,0
A19M,A19M,OPro,0
A19M,A19M,PaIL,0
A19M,A19M,PaIM,0
A19M,A19M,AuCM,0
A19M,A19M,AuCL,0
A4c,A4c,S2I,0
A4c,A4c,AuRTM,0
A4c,A4c,AuRTL,0
A4c,A4c,OPAl,0
A4c,A4c,A6M,0.026762957
A4c,A4c,LIP,0
A4c,A4c,MIP,0.000424809
A4c,A4c,AuA1,0
A4c,A4c,S2PR,0.001274427
A4c,A4c,V1,0
A4c,A4c,PGa-IPa,0
A4c,A4c,V2,0
A4c,A4c,V6A,0.002973662
A4c,A4c,V4,0.000424809
A4c,A4c,A6Vb,0.011469839
A4c,A4c,A6Va,0.293118097
A4c,A4c,TPPro,0
A4c,A4c,A23a,0.000424809
A4c,A4c,A23b,0
A4c,A4c,A23c,0
A4c,A4c,TPO,0
A4c,A4c,A13b,0
A4c,A4c,A13a,0
A4c,A4c,TF,0
A4c,A4c,GI,0
A4c,A4c,A25,0
A4c,A4c,AuAL,0
A4c,A4c,Gu,0
A4c,A4c,A13M,0
A4c,A4c,A13L,0
A4c,A4c,A23V,0
A4c,A4c,TPt,0.000424809
A4c,A4c,Pir,0
A4c,A4c,A29d,0
A4c,A4c,A19M,0
A4c,A4c,APir,0
A4c,A4c,TPro,0
A4c,A4c,Ent,0
A4c,A4c,VIP,0
A4c,A4c,ReI,0.000849618
A4c,A4c,PF,0.02931181
A4c,A4c,PG,0
A4c,A4c,PE,0.03271028
A4c,A4c,A47O,0
A4c,A4c,A47L,0.000424809
A4c,A4c,A47M,0
A4c,A4c,OPt,0
A4c,A4c,A32,0
A4c,A4c,A45,0.000424809
A4c,A4c,AuCPB,0
A4c,A4c,A8aV,0.00722175
A4c,A4c,A4ab,0.015293118
A4c,A4c,A8aD,0
A4c,A4c,V4T,0.000424809
A4c,A4c,S2PV,0.004248088
A4c,A4c,AuML,0
A4c,A4c,AuRPB,0
A4c,A4c,ProSt,0
A4c,A4c,V3A,0
A4c,A4c,FST,0.000424809
A4c,A4c,PEC,0.002973662
A4c,A4c,A14C,0
A4c,A4c,A31,0.000424809
A4c,A4c,A30,0
A4c,A4c,A36,0
A4c,A4c,A35,0
A4c,A4c,TEO,0
A4c,A4c,A14R,0
A4c,A4c,ProM,0.001274427
A4c,A4c,AuR,0
A4c,A4c,A29a-c,0
A4c,A4c,V6,0.000424809
A4c,A4c,A6DR,0.000849618
A4c,A4c,A6DC,0.077740017
A4c,A4c,TE1,0
A4c,A4c,TE2,0
A4c,A4c,TE3,0
A4c,A4c,TLO,0
