,Source,Target,Distance,Graph Distance,Weight,Difference
91,AuA1,A6Vb,-0.3202606163338691,-0.3454040512935717,,0.025143434959702615
92,AuA1,GI,-1.3166259256468553,-0.33802869985285994,,-0.9785972257939954
93,AuA1,AuAL,-1.825588534570655,-0.3129972040542051,0.07807538250753418,-1.51259133051645
94,AuA1,Gu,-0.732742472389286,-0.3476390062755872,,-0.38510346611369883
95,AuA1,A13M,0.2220608157018464,-0.3219370239821677,,0.5439978396840142
96,AuA1,A13L,-0.0678012052714865,-0.33802869985285994,,0.2702274945813734
97,AuA1,Pir,-0.29520704607493525,-0.3472665137785812,,0.052059467703645945
98,AuA1,ReI,-1.670228051956272,-0.3273009159391196,0.0025937186242294555,-1.3429271360171524
99,AuA1,A47O,-0.1721782109447729,-0.33802869985285994,,0.16585048890808704
100,AuA1,ProSt,-0.09648491286425669,-0.33802869985285994,,0.24154378698860324
101,AuA1,A35,-0.258273698042494,-0.34734493325163235,,0.08907123520913834
102,AuA1,A29a-c,-0.11373722939928335,-0.3481734520321576,,0.23443622263287425
103,AuA1,TH,-0.1295045505982134,-0.3219370239821677,,0.19243247338395433
104,AuA1,AuRT,-1.352555400310609,-0.3469685197809759,0.06245848653179832,-1.005586880529633
105,AuA1,TFO,-0.5982289862110456,-0.29511756419789864,,-0.30311142201314695
106,AuA1,AuCM,-2.0376391505427507,-0.34722394320749317,0.09108946248738015,-1.6904152073352576
107,V1,S2I,0.7593587199289357,0.5658170312432151,0.00016308961296513595,0.19354168868572053
108,V1,AuRTL,1.7361734772654105,0.46206111722479876,,1.2741123600406117
109,V1,OPAl,2.4077779324197706,-0.32160958624646874,,2.7293875186662393
110,V1,S2PR,1.7167014306696402,-0.18028241521232174,,1.896983845881962
111,V1,V6A,-0.7035232541999338,6.053258121302107,0.0019515041252712655,-6.75678137550204
112,V1,TPPro,2.2550328534440065,-0.34826073477844727,,2.6032935882224537
113,V1,A13b,2.555392671813343,-0.344011298679655,,2.899403970492998
114,V1,A13a,2.4712901941542254,0.05665231672909924,,2.4146378774251263
115,V1,TF,1.6910233659689826,-0.2767019063408632,0.008949939132844741,1.967725272309846
116,V1,A25,2.3878391524678078,-0.34852530308044155,,2.7363644555482494
117,V1,A23V,-0.850267070246846,-0.3143307234629253,0.0008690689577165866,-0.5359363467839207
118,V1,TPt,0.33031063318591153,0.5726783052217761,0.000576296318437969,-0.24236767203586457
119,V1,Pir,2.523834909250646,-0.2511395118794405,,2.774974421130086
120,V1,APir,2.985429971417298,-0.26556608650137775,,3.250996057918676
121,V1,ReI,0.7746107048116064,-0.32669274379684327,9.88036681540336e-05,1.1013034486084496
122,V1,AuRPB,1.7720698932997752,-0.24740829465940656,,2.019478187959182
123,V1,ProSt,-0.6369346896302331,-0.297846953289767,,-0.33908773634046613
124,V1,A14C,2.492282899590397,-0.3131520434779465,,2.805434943068344
125,V1,A30,-0.01523943727434872,-0.3429231920816645,,0.32768375480731576
126,V1,A36,2.2980508527785335,-0.3125636267509663,0.00012387145073162412,2.6106144795294997
127,V1,A35,2.292457604275183,-0.22951003457958788,,2.521967638854771
128,V1,ProM,2.0370645741973767,-0.33110181180855863,,2.368166386005935
129,V1,AuR,1.272413662342392,-0.15868213490238584,1.2710175801597869e-05,1.431095797244778
130,V1,A29a-c,-0.43619839591875886,-0.3425461025142466,3.451772334293127e-05,-0.09365229340451225
131,V1,TE1,2.072573677286639,-0.34868571478250726,,2.421259392069146
132,V1,A24a,1.742507687606968,-0.3442828705903155,,2.0867905581972837
133,V1,A24c,1.5200880809714035,0.1119609107275879,,1.4081271702438156
134,V1,A24b,1.7216970626541368,-0.20151183634723585,,1.9232088990013727
135,V1,TH,1.360897650964765,0.9451350116054353,0.003848355434487732,0.41576263935932967
136,V1,AI,1.7041957985332923,0.29818926391941764,,1.4060065346138746
137,V1,IPro,1.6298708762628418,-0.3483636279570638,,1.9782345042199057
138,V1,STR,2.0693289911646766,-0.34282726943711456,,2.4121562606017912
139,V1,AuRM,1.2529280783517855,-0.3409647844142812,,1.5938928627660667
140,V1,TFO,1.054618560197816,0.2981892639170407,0.03961474929676652,0.7564292962807753
141,V1,OPro,2.034160214148587,-0.34136014851012025,,2.375520362658707
142,V1,PaIL,1.7700288115913372,-0.34766385183169296,,2.11769266342303
143,V1,PaIM,2.101471823056345,-0.3471048132909222,,2.448576636347267
144,V1,AuCL,0.7965166725894145,-0.3452330439797379,0.0006210481113323445,1.1417497165691524
145,PGa-IPa,S2I,-1.0308506019912322,-0.3448691322348048,0.011744734889476733,-0.6859814697564275
146,PGa-IPa,AuRTM,-1.3057672788323818,-0.2418543166419607,,-1.063912962190421
147,PGa-IPa,AuRTL,-1.1800490527931748,-0.33383990230735555,0.00238520179258067,-0.8462091504858194
148,PGa-IPa,OPAl,0.49660187492902685,-0.33417891552232715,0.016750996778503103,0.830780790451354
149,PGa-IPa,S2PR,-0.5654792044250031,-0.13495214951732115,0.000643893309438737,-0.43052705490768195
150,PGa-IPa,V1,1.014989055040714,-0.3434555498596118,,1.3584446049003258
151,PGa-IPa,V2,0.44500142760943007,0.2926565189792902,0.0004262297490452522,0.15234490863013989
152,PGa-IPa,V6A,0.31571336932871646,-0.18840323307939752,,0.504116602408114
153,PGa-IPa,TPPro,-0.7646865038015603,-0.2685798584231814,,-0.49610664537837895
154,PGa-IPa,TPO,-1.4568430106512964,-0.2418543166419607,0.3001489524094766,-1.2149886940093357
155,PGa-IPa,A13b,1.045624784757958,-0.31312242805845913,0.00020856618865374934,1.358747212816417
156,PGa-IPa,A13a,0.9457016918753309,-0.33687846519719983,0.0010792204302237246,1.2825801570725308
157,PGa-IPa,TF,-1.1112689329914216,-0.3453983005061387,0.004344173836110141,-0.7658706324852829
158,PGa-IPa,GI,-1.058507375583243,-0.3416296726249576,0.040258661300876575,-0.7168777029582855
159,PGa-IPa,AuAL,-1.3540368236864861,-0.3196013472780541,0.0019498746717956821,-1.034435476408432
160,PGa-IPa,Gu,-0.47619019834598164,0.2926565189792902,0.00020856618865374934,-0.7688467173252718
161,PGa-IPa,A13M,0.46700360302035554,-0.290446210789508,0.026328193435883825,0.7574498138098635
162,PGa-IPa,A23V,0.12036679415639819,-0.3353937128760304,,0.4557605070324286
163,PGa-IPa,Pir,-0.5027018381548057,-0.34829135468556405,0.0015145475510106945,-0.1544104834692417
164,PGa-IPa,A29d,-0.14946651024396743,-0.34614911383673463,,0.1966826035927672
165,PGa-IPa,TPro,-1.4736456604855996,-0.3436659043797045,0.0012968839906172095,-1.129979756105895
166,PGa-IPa,VIP,-0.2612912145113993,-0.2418543166419607,,-0.019436897869438613
167,PGa-IPa,ReI,-1.360831871208197,-0.3482694579482641,0.01348604337262065,-1.012562413259933
168,PGa-IPa,A47O,0.10617603167712553,-0.2418543166419607,0.002167538232195113,0.3480303483190862
169,PGa-IPa,A47M,0.4770048823402211,-0.3452893864544449,0.00303819247375716,0.8222942687946659
170,PGa-IPa,V4T,-0.9638031801347188,-0.2685798584230901,0.0010792204302237246,-0.6952233217116286
171,PGa-IPa,S2PV,-0.9091076318095715,0.2926565189792902,0.009350435725156328,-1.2017641507888617
172,PGa-IPa,AuRPB,-1.1494217549528345,-0.3460727473534328,0.019580623063614442,-0.8033490075994016
173,PGa-IPa,V3A,0.05197252853350019,-0.028049982392194844,,0.08002251092569504
174,PGa-IPa,FST,-1.637806711201139,-0.028049982392194844,0.2866538116652153,-1.609756728808944
175,PGa-IPa,A31,0.177682043813237,-0.3467394617453837,,0.5244215055586208
176,PGa-IPa,A36,-0.7399990436965339,-0.3471118350416046,0.017839314580470524,-0.3928872086549293
177,PGa-IPa,A35,-0.6842907875915093,-0.3432270613291252,0.0017322111114021974,-0.34106372626238407
178,PGa-IPa,TEO,-1.1556391984728018,-0.2418543166419607,,-0.9137848818308412
179,PGa-IPa,AuR,-1.3915856451644115,-0.34851553222537296,0.0004262297490452522,-1.0430701129390385
180,PGa-IPa,A29a-c,-0.05074286694746839,-0.3480667923657967,,0.2973239254183283
181,PGa-IPa,V6,0.43698525089930135,-0.32989139545046375,,0.7668766463497652
182,PGa-IPa,TE1,-0.980120266922487,-0.028049982392194844,0.027416511237712507,-0.9520702845302922
183,PGa-IPa,TE2,-1.3270315124520549,0.2926565189792902,0.05201249356221197,-1.619688031431345
184,PGa-IPa,TE3,-1.7204178264746706,-0.3029412692845721,0.5794113003947894,-1.4174765571900985
185,PGa-IPa,TLO,-0.9777177698950122,-0.2571260548026632,0.003908846715339028,-0.7205917150923491
186,PGa-IPa,A46V,0.7779021204757284,-0.3404264447698727,0.024586884952561526,1.118328565245601
187,PGa-IPa,DI,-0.8652328889365065,-0.3086681710948908,0.026763520556615298,-0.5565647178416158
188,PGa-IPa,A24c,0.5506434145441869,-0.028049982393655044,,0.5786933969378419
189,PGa-IPa,A24b,0.6893917130258567,0.2926565189792902,0.000643893309438737,0.3967351940465665
190,PGa-IPa,S2E,-0.727214683207771,-0.2685798584230901,0.002820528913371604,-0.45863482478468093
191,PGa-IPa,TL,-0.8689435068076504,-0.3318771942206072,0.009568099285541885,-0.5370663125870432
192,PGa-IPa,TH,-0.7684994598540044,-0.3384111127545424,0.08487969118140223,-0.430088347099462
193,PGa-IPa,AI,-0.7534650460429049,-0.13495214951732115,0.00303819247375716,-0.6185128965255837
194,PGa-IPa,IPro,-1.3578695851513243,-0.3086681710948908,0.03459940873077282,-1.0492014140564334
195,PGa-IPa,AuRM,-1.4130941321392791,-0.33272115869787994,,-1.0803729734413992
196,PGa-IPa,TFO,-1.2299833658763044,-0.32408675289172373,,-0.9058966129845807
197,PGa-IPa,PaIL,-1.152774577147415,-0.33750362406927154,0.0004262297490452522,-0.8152709530781435
198,PGa-IPa,PaIM,-0.915368751158385,-0.22047388321695485,0.00020856618865374934,-0.6948948679414302
199,V2,OPAl,1.9513541213419954,-0.31629206370899143,,2.267646185050987
200,V2,TPPro,1.692343580377806,-0.34729440697340425,,2.03963798735121
201,V2,A13b,2.202991404487108,-0.3401119118082556,,2.5431033162953636
202,V2,TF,1.1065348529327883,0.3658703874216705,0.004390410812611152,0.7406644655111179
203,V2,A25,2.035947373095568,-0.34830819861915685,,2.384255571714725
204,V2,A23V,-1.107290153334352,-0.27778444562430366,0.0011187372203848023,-0.8295057077100483
205,V2,TPt,-0.19581542469508084,-0.2014683153906755,5.194119628620298e-05,0.005652890695594659
206,V2,APir,2.421078266628725,-0.0766402034128541,,2.497718470041579
207,V2,ReI,0.2668821425083683,-0.2885866096128434,,0.5554687521212116
208,V2,AuRPB,1.2135311033699454,0.03483929502396297,,1.1786918083459825
209,V2,ProSt,-1.0363307834841717,0.43584880923852565,1.6576113156286443e-05,-1.4721795927226973
210,V2,A14C,2.1400072483629793,-0.3264534860801613,,2.4664607344431406
211,V2,A30,-0.36365796793599553,-0.33830115599121,0.00020881456510848148,-0.025356811944785507
212,V2,A36,1.7122600390880884,-0.2723604597248137,0.00045431010543776754,1.9846204988129021
213,V2,A35,1.7078395021782065,0.7948830410090955,,0.912956461169111
214,V2,A14R,2.144137937521929,-0.34869831559466186,,2.492836253116591
215,V2,ProM,1.5699658276683015,-0.29886586731066006,,1.8688316949789616
216,V2,AuR,0.7202377761289831,-0.3097069767069893,,1.0299447528359724
217,V2,A29a-c,-0.8174947809676486,-0.3393266405260359,,-0.4781681404416127
218,V2,A24a,1.3907226733458298,-0.34388957153835475,,1.7346122448841845
219,V2,A24c,1.178345721664413,1.0184841641612754,,0.15986155750313769
220,V2,A24b,1.370533675247077,-0.25858186411105855,,1.6291155393581356
221,V2,V3,-0.4955916002001355,5.089236777599296,0.22913554622479496,-5.584828377799431
222,V2,IPro,1.0686230712784763,-0.3484518459717361,,1.4170749172502124
223,V2,STR,1.5064383732605027,-0.337578999844653,,1.8440173731051557
224,V2,AuRM,0.7003049185930722,-0.3328896832050114,,1.0331946017980835
225,V2,TFO,0.470622278619399,1.9385225657847913,0.014632413319277223,-1.4679002871653923
226,V2,OPro,1.5025976083080186,-0.34507420054881915,,1.8476718088568378
227,V2,PaIL,1.2445979591132124,-0.3479090149234418,,1.5925069740366542
228,V2,PaIM,1.53858921784841,-0.3468155314276082,,1.8854047492760182
229,V2,AuCL,0.2429760262398156,-0.34398879821807266,,0.5869648244578882
230,V4,OPAl,1.6682119675381109,-0.3148547020027992,0.00014960583755947238,1.98306666954091
231,V4,TPPro,0.42557525818431563,-0.34722505342950377,,0.7728003116138193
232,V4,A13b,2.123978808871332,-0.3381338621598624,,2.4621126710311945
233,V4,TF,-0.588834861419905,-0.20985546434658425,0.017097811261519727,-0.3789793970733208
234,V4,A25,2.005319988811486,-0.348359639678408,,2.353679628489894
235,V4,A23V,0.028671720199059367,-0.3334618521561053,4.380369802666711e-05,0.3621335723551647
236,V4,Pir,0.6818035069450564,-0.06324487637516013,,0.7450483833202166
237,V4,APir,0.7530529301354998,-0.30265307416719645,,1.0557060043026962
238,V4,TPro,-0.24917397581926318,-0.3191380255807591,,0.06996404976149592
239,V4,ReI,-0.3549129046919305,-0.3479446912343783,,-0.006968213457552164
240,V4,A47M,1.6419319919803437,2.2903628852147437,0.004435493303440383,-0.6484308932344001
241,V4,V4T,-1.4316023878480253,1.27858423691201,0.19250670722758154,-2.710186624760035
242,V4,S2PV,0.1425269656616491,0.9708032007240718,,-0.8282762350624226
243,V4,AuRPB,0.07573042910699133,-0.3471480908016806,,0.4228785199086719
244,V4,ProSt,-0.14973700258365066,-0.3005361495138787,0.00016248591882315135,0.15079914693022803
245,V4,A14C,2.094856438940417,-0.31540861558957756,,2.4102650545299946
246,V4,A30,0.3401112013661878,-0.336330697790489,0.0006257154654563033,0.6764418991566767
247,V4,A36,0.01771250454559653,-0.3185437050919236,0.002786316246695207,0.3362562096375201
248,V4,A35,0.012789944989885173,0.40441789303614434,7.66942735416088e-05,-0.39162794804625917
249,V4,A14R,2.084523534781835,-0.32805807819972166,,2.412581612981557
250,V4,ProM,1.1280417642641343,-0.33845197109449476,4.380369802666711e-05,1.466493735358629
251,V4,AuR,-0.22965786536994692,-0.348409979822293,,0.11875211445234607
252,V4,A29a-c,0.02427624869551952,-0.3372341207583058,0.00025540797709227767,0.3615103694538253
253,V4,TE1,0.0898610587276079,-0.3474144094985549,0.002347747758151043,0.4372754682261628
254,V4,A46V,1.8912848398563447,0.09109674439695714,,1.8001880954593874
255,V4,DI,0.2017214932335327,2.269442649999268,,-2.067721156765735
256,V4,A24a,1.5237419026894237,-0.34735800193456673,9.670476779306974e-05,1.8710999046239905
257,V4,A24c,1.371916688031616,-0.33720929804452754,,1.7091259860761436
258,V4,A24b,1.5366369188752274,-0.2968719196583407,9.670476779306974e-05,1.833508838533568
259,V4,TL,-0.6586054175102777,2.2903628852147437,0.004109041280471724,-2.9489683027250213
260,V4,V3,-1.3731343294904408,0.46491387657176503,0.39206843595832824,-1.8380482060622059
261,V4,AI,0.34193463576672734,-0.28277849954206663,,0.624713135308794
262,V4,IPro,-0.15414050317628902,-0.3485784421472876,,0.1944379389709986
263,V4,STR,0.2529715112938541,-0.34856077196315716,,0.6015322832570112
264,V4,AuRM,-0.2503577313583484,-0.34467590319960895,,0.09431817184126057
265,V4,OPro,0.6731755491037504,-0.34033402765263354,1.7564511243079517e-05,1.013509576756384
266,V4,PaIM,0.278894870946274,-0.34839388434742286,,0.6272887552936969
267,V4,AuCL,-0.5987577696451394,-0.34552502878399155,,-0.25323274086114783
268,A6Va,S2I,-1.0615364880463662,1.8658300313202887,0.014848173245928756,-2.9273665193666547
269,A6Va,AuRTM,0.07016195953523394,-0.34483634358508886,,0.4149983031203228
270,A6Va,AuRTL,-0.28157017502131637,-0.34758510586823504,,0.06601493084691867
271,A6Va,LIP,0.31655238377824235,-0.25168014098140623,0.0013147872338485037,0.5682325247596486
272,A6Va,MIP,0.5160923018087107,-0.05752745541141957,0.0009461948413000477,0.5736197572201303
273,A6Va,AuA1,-0.46530404488529725,-0.33264235357622907,0.0004702924701618643,-0.13266169130906819
274,A6Va,S2PR,-1.279057111567237,1.8658300313202887,0.017797949238328073,-3.1448871428875256
275,A6Va,V1,1.8237238103334683,-0.2804411293751191,,2.1041649397085873
276,A6Va,TPPro,-0.3143990021784191,-0.2700593505263944,,-0.04433965165202469
277,A6Va,TPO,0.07587976321441535,-0.30375509771178555,0.00030611324863747286,0.3796348609262009
278,A6Va,A13a,-0.8212510196365645,-0.34405803539566193,,-0.4771929842409026
279,A6Va,TF,0.6780888915264714,-0.34744484396225533,,1.0255337354887268
280,A6Va,A25,-0.8767621973168251,-0.21034482657377848,,-0.6664173707430466
281,A6Va,A23V,0.7774251934296006,-0.3281797333779286,,1.1056049268075292
282,A6Va,TPt,-0.5365255661671905,-0.3096324706989166,0.0067998254577034106,-0.2268930954682739
283,A6Va,Pir,-0.038909656560242915,-0.12729783225721505,,0.08838817569697213
284,A6Va,A29d,-0.017218391494372872,0.04640351463085926,0.0008866401879860403,-0.06362190612523214
285,A6Va,APir,0.6153553087785817,-0.25648204563793153,,0.8718373544165132
286,A6Va,ReI,-1.135951831914847,-0.32902442345328003,0.0027089867203402796,-0.806927408461567
287,A6Va,PG,0.011663140169526185,-0.22760092662993386,0.003383378000299792,0.23926406679946005
288,A6Va,PE,-0.10135478756166874,-0.2866199678648263,0.07167967068804339,0.18526518030315756
289,A6Va,A47M,-1.3811817287210564,-0.3215579582674563,0.010507857123436909,-1.0596237704536
290,A6Va,AuCPB,-0.35776792040405786,-0.1181731439440079,5.3944752335904354e-05,-0.23959477646004995
291,A6Va,A8aV,-1.552185035915357,-0.33007664131644665,0.10793390530328681,-1.2221083945989104
292,A6Va,S2PV,-1.2398144168626313,-0.03861745320709371,0.059584069809918906,-1.2011969636555375
293,A6Va,AuRPB,-0.298668727278669,-0.15117648456787047,,-0.14749224271079853
294,A6Va,ProSt,0.6832074621221241,-0.31568003000132056,5.3944752335904354e-05,0.9988874921234447
295,A6Va,V3A,0.7380368632221592,-0.34807539540053906,0.0019952894906525285,1.0861122586226983
296,A6Va,PEC,0.3943606889774516,-0.34670833975946264,0.005476915917476798,0.7410690287369142
297,A6Va,A14C,-0.7882053329323273,-0.34030386348001085,,-0.44790146945231646
298,A6Va,A30,0.04324161209835081,-0.2432999830481612,0.0005963767183127475,0.286541595146512
299,A6Va,A35,0.4564606089289135,-0.33850433071996594,,0.7949649396488794
300,A6Va,TEO,0.7288754306325402,-0.3458848981599043,0.0016421706115435876,1.0747603287924445
301,A6Va,ProM,-1.738548165345113,-0.2026103768951812,0.02491842761392039,-1.5359377884499317
302,A6Va,AuR,-0.25611455923050236,-0.34148484858509154,,0.08537028935458918
303,A6Va,A29a-c,0.6718521986646799,-0.3354076567919687,0.00018002900048698592,1.0072598554566485
304,A6Va,V6,1.0588782104947867,-0.2380271580122558,0.00049523962086578,1.2969053685070424
305,A6Va,TE1,-0.14549681907406506,-0.19057173268917843,,0.04507491361511337
306,A6Va,TE3,0.19282250002954468,-0.33548151543576105,0.009590685508964395,0.5283040154653057
307,A6Va,A8b,-0.8843458707872536,-0.2609058943899233,0.005692576281480373,-0.6234399763973303
308,A6Va,PFG,-0.39056751480404006,-0.34131243259296756,0.05321139708026997,-0.0492550822110725
309,A6Va,DI,-1.109379894472444,1.8658300313202887,0.0003442082220109809,-2.9752099257927327
310,A6Va,MST,-0.31239616455346086,-0.3447972027527082,0.010449667141851604,0.032401038199247334
311,A6Va,A24a,-0.9868736125862946,-0.3095026753949141,,-0.6773709371913805
312,A6Va,A24c,-0.8677111635900757,-0.34680900661447617,0.0022377656175055446,-0.5209021569755996
313,A6Va,A24b,-0.8194709068647398,-0.32330772334621033,0.0011432413336393392,-0.49616318351852945
314,A6Va,S2E,-0.9539259073922078,-0.32427029841968924,0.11119610757309822,-0.6296556089725186
315,A6Va,TL,0.9978380928485633,-0.3459561207554176,,1.3437942136039809
316,A6Va,V3,1.4467891429185014,1.8658300313202887,0.000722460966463631,-0.4190408884017873
317,A6Va,TH,1.1375995326574007,-0.32307437954709683,,1.4606739122044976
318,A6Va,A9,-0.8179464670799406,-0.20314196958900987,,-0.6148044974909307
